#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
2.947309517832156416e+03,1.491288380317137563e-01,1.259144102096182438e-03,1.142769990254727253e-03
2.947987561429043581e+03,1.485134095176391389e-01,1.277445876898847255e-03,1.446242314833312559e-03
2.948665601562906431e+03,1.486873661389039036e-01,1.448174234870341914e-03,1.166841698772236313e-03
2.949343638230885063e+03,1.496741826458752311e-01,1.222942713191316200e-03,1.390964511759545941e-03
2.950021671429990874e+03,1.478900346211797501e-01,1.296713664802551236e-03,1.255906953264968040e-03
2.950699701157400341e+03,1.470350084422856751e-01,1.248719364902034501e-03,1.292101425804992321e-03
2.951377727410147145e+03,1.466293201871848029e-01,1.323005816362576859e-03,1.169193586874589519e-03
2.952055750185365014e+03,1.503491737332207645e-01,1.422295002561857480e-03,1.206874724871853655e-03
2.952733769480145384e+03,1.501520646593528241e-01,1.225929749577053807e-03,1.242512437427761851e-03
2.953411785291565593e+03,1.468995947526454682e-01,1.675739226011385696e-03,1.451544180085223568e-03
2.954089797616782107e+03,1.480528968292455505e-01,9.976241018690434892e-04,1.515815074456250411e-03
2.954767806452816785e+03,1.474226397756005502e-01,1.243903552212100028e-03,1.215829222376563212e-03
2.955445811796861562e+03,1.496879940017756261e-01,1.047435820710013177e-03,1.423957382213014711e-03
2.956123813645959672e+03,1.480321507472456000e-01,1.161660592664703895e-03,1.405151005410498755e-03
2.956801811997262121e+03,1.493268700846537567e-01,2.182119551990852058e-03,1.839267278505474223e-03
2.957479806847870350e+03,1.463982993221376594e-01,1.192120081409564492e-03,1.265758829543606190e-03
2.958157798194879888e+03,1.478650704495100277e-01,1.351670042168628960e-03,1.065291955882757824e-03
2.958835786035451747e+03,1.488585738009195192e-01,1.149033931844178902e-03,1.109430441207509555e-03
2.959513770366631434e+03,1.478794588197300808e-01,1.097366622859252683e-03,1.560431732575917607e-03
2.960191751185619978e+03,1.484477018135152981e-01,1.066109834760187169e-03,1.435602070971153665e-03
2.960869728489466070e+03,1.478499627138500083e-01,1.203976695757807969e-03,1.287440049330318415e-03
2.961547702275348001e+03,1.502670688384576403e-01,1.321088336116799100e-03,1.190558527080221030e-03
2.962225672540363576e+03,1.483023765579505326e-01,1.094873548451336109e-03,1.372983021732832043e-03
2.962903639281639698e+03,1.455652280001870080e-01,1.002430270942988866e-03,1.178415828058804182e-03
2.963581602496331925e+03,1.482708905144379252e-01,1.127720294357037467e-03,1.416161979048480291e-03
2.964259562181518959e+03,1.495936849415629155e-01,1.104901369188698856e-03,1.233467443754854287e-03
2.964937518334404103e+03,1.468576514676092071e-01,1.327233016046980296e-03,1.242007259303457012e-03
2.965615470952038322e+03,1.476605086672514444e-01,8.530406658838474154e-04,1.471412538486427390e-03
2.966293420031636742e+03,1.467078742038295802e-01,1.358838778196425068e-03,1.292933979850613424e-03
2.966971365570283069e+03,1.475091917580151069e-01,1.309095169347795906e-03,1.064357219048656100e-03
2.967649307565148320e+03,1.482273796601417115e-01,1.209127732997500315e-03,1.326694315893411913e-03
2.968327246013366675e+03,1.477030947615717293e-01,1.277535145284197649e-03,1.307379316501156019e-03
2.969005180912065043e+03,1.474970584461515744e-01,1.141517309312140016e-03,1.465874348975632069e-03
2.969683112258432175e+03,1.462094239129471118e-01,1.072632758086583538e-03,1.063985708186998558e-03
2.970361040049547228e+03,1.478038119495446723e-01,1.270119930969232369e-03,1.261376829367055752e-03
2.971038964282639881e+03,1.495425593479771387e-01,1.185494550166699135e-03,1.244871486895754442e-03
2.971716884954781563e+03,1.497409758092858312e-01,1.423563866997129557e-03,9.132298501586533224e-04
2.972394802063195129e+03,1.476871398785036538e-01,1.170919030299810704e-03,1.616994009397604293e-03
2.973072715604987025e+03,1.457544359509201359e-01,1.494597952188647660e-03,1.164710017351577864e-03
2.973750625577338724e+03,1.450751125426009425e-01,1.331820392098059802e-03,1.209777222296481991e-03
2.974428531977410785e+03,1.483246414912717248e-01,1.211903875447534196e-03,1.210235242285334634e-03
2.975165925262302153e+03,1.479803646719946852e-01,1.096148105143995855e-03,1.259439073014706478e-03
2.975843826882979556e+03,1.471830000714531295e-01,1.072232910426490493e-03,1.323114577339856712e-03
2.976521724922351041e+03,1.483911130794156041e-01,1.103284410510135816e-03,1.276206422647890859e-03
2.977199619377498493e+03,1.476170339764335815e-01,1.360516276941448055e-03,1.387053901929891087e-03
2.977877510245665690e+03,1.485003808911745660e-01,1.363101994568682862e-03,1.322432774780779585e-03
2.978555397523968622e+03,1.472733230674562743e-01,1.278886993438421715e-03,1.242172047372869237e-03
2.979233281209611505e+03,1.485971798909822006e-01,1.096478440260034715e-03,1.229151733831312931e-03
2.979911161299756714e+03,1.482131364483028901e-01,1.309064001678045264e-03,1.176327402562765689e-03
2.980589037791570263e+03,1.461042497539905560e-01,1.191118217278547275e-03,1.493242316416232285e-03
2.981266910682260459e+03,1.476372254496663150e-01,1.133387942334168619e-03,1.252042450806845064e-03
2.981944779968955118e+03,1.473311775225288889e-01,1.246102862633158281e-03,1.305498398530058335e-03
2.982622645648906200e+03,1.482561819453211416e-01,1.287865885818306744e-03,1.254135995812005744e-03
2.983300507719204234e+03,1.497932183449902088e-01,1.104110500195154554e-03,1.192350957991528126e-03
2.983978366177128919e+03,1.449540457861666631e-01,1.269616135092327402e-03,1.260088214787125072e-03
2.984656221019789882e+03,1.466949811178760721e-01,1.168059938128823694e-03,1.367099746337113730e-03
2.985334072244434537e+03,1.474912482406310066e-01,1.450421223662262671e-03,1.161981962601921214e-03
2.986011919848210255e+03,1.473366297582530127e-01,1.158028543233408092e-03,1.325162825758868790e-03
2.986689763828333525e+03,1.462218530949784823e-01,1.167350412059675602e-03,1.201661871939457837e-03
2.987367604181995375e+03,1.472904423241656879e-01,1.257431592075974880e-03,1.056399782211558946e-03
2.988045440906372278e+03,1.459784257908954830e-01,1.537934841761123828e-03,1.209244098563377889e-03
2.988723273998700734e+03,1.439045776458057202e-01,1.666287885533690449e-03,1.673437950218514825e-03
2.989401103456121746e+03,1.494428854124416339e-01,1.118094326900076485e-03,1.405312034735844984e-03
2.990078929275914106e+03,1.463152210333395487e-01,1.185436944468848397e-03,1.396820049798547236e-03
2.990756751455183348e+03,1.495971962529960564e-01,1.214237356710723414e-03,1.385794462084116718e-03
2.991434569991231911e+03,1.491879308360029577e-01,1.350488211933204008e-03,9.224883979735976069e-04
2.992112384881187154e+03,1.453576839648273444e-01,1.297255582988432465e-03,1.345068627876727652e-03
2.992790196122318775e+03,1.474039624815473015e-01,1.150604197564242259e-03,1.206522466300458118e-03
2.993468003711792790e+03,1.466941937794362660e-01,1.383896277976720546e-03,1.115288069792857994e-03
2.994145807646846151e+03,1.458608152369355038e-01,1.179670707411817343e-03,1.274698358700560030e-03
2.994823607924687167e+03,1.451298537327931348e-01,1.180036320453187182e-03,1.302117005014868933e-03
2.995501404542519595e+03,1.446385122861961192e-01,1.393058199673669062e-03,1.111154311651124660e-03
2.996179197497586756e+03,1.456454832714915160e-01,1.266770169103370591e-03,1.302221994734731325e-03
2.996856986787067854e+03,1.483664492966054738e-01,1.437802102292135009e-03,1.427535499055748724e-03
2.997534772408239860e+03,1.459852612715502873e-01,1.447988503668617977e-03,1.019507695257465540e-03
2.998212554358251964e+03,1.479379976306202105e-01,1.226096827946610013e-03,1.122507590575000380e-03
2.998890332634414335e+03,1.496433791426565185e-01,1.223679577292191567e-03,1.249501985468998155e-03
2.999568107233859337e+03,1.476273452438582323e-01,9.147925416840285706e-04,1.050137437557774334e-03
3.000245878153907597e+03,1.476059808187685785e-01,1.132546990591509761e-03,1.100834999247013446e-03
3.001601408944561626e+03,1.459386766725780382e-01,9.995605325317236112e-04,1.448120713569311935e-03
3.002279168809648581e+03,1.473393373091590464e-01,1.171757152893165843e-03,1.153135142316824568e-03
3.002956924984239322e+03,1.469448995226531329e-01,1.135099277999040979e-03,1.273818853220365366e-03
3.003634677465550340e+03,1.470757844152310589e-01,1.281631286934509228e-03,1.054972841196238909e-03
3.004312426250826775e+03,1.477795303806649641e-01,1.201334716869506547e-03,1.252109007549989661e-03
3.004990171337317861e+03,1.493408268036539588e-01,1.199636241571433448e-03,1.282633556616202819e-03
3.005667912722243727e+03,1.489841551558896415e-01,1.198351744819220466e-03,1.289324819647857945e-03
3.006345650402884075e+03,1.481126112171271825e-01,1.142001196356878800e-03,1.071517611471312081e-03
3.007023384376436752e+03,1.490021837128278070e-01,1.196622841304367801e-03,1.499123982961980683e-03
3.007701114640210562e+03,1.484918991225289697e-01,1.055078094003403244e-03,1.279292093212924808e-03
3.008378841191378797e+03,1.471050002307086046e-01,1.317068334337645474e-03,1.585751130982832047e-03
3.009056564027282093e+03,1.483545268809826623e-01,1.162073761453913390e-03,1.123793898154118454e-03
3.009734283145073277e+03,1.454633037691256403e-01,1.300753006242910681e-03,1.055833439763842474e-03
3.010411998542105721e+03,1.484398776728476643e-01,1.244086560821283660e-03,1.181836726730084441e-03
3.011089710215552259e+03,1.450162627535183935e-01,1.323858710208652978e-03,1.126127282196909274e-03
3.011767418162742615e+03,1.489341897018735816e-01,1.164742372824656425e-03,1.266459627638022445e-03
3.012445122380874636e+03,1.463816275779141196e-01,1.425207136682676845e-03,1.152936130083104249e-03
3.013122822867263039e+03,1.492781928981934958e-01,1.499080317273859819e-03,9.705250137819754208e-04
3.013800519619129773e+03,1.485048956122584640e-01,1.288491505741756749e-03,1.187109756396714788e-03
3.014478212633768180e+03,1.454466078715132005e-01,1.472190891041613714e-03,1.086275849625506495e-03
3.015155901908432043e+03,1.463532472078090951e-01,1.302762543145180585e-03,1.092171357147342370e-03
3.015833587440391966e+03,1.464178280675824673e-01,2.286467034465333725e-03,2.539583652761190358e-03
3.016511269226926288e+03,1.477053114717369886e-01,1.328180974952103410e-03,1.263272959321326550e-03
3.017188947265290608e+03,1.464621461050461537e-01,1.126029633195135826e-03,1.270682822003710299e-03
3.017866621552784181e+03,1.479784677551634064e-01,1.312214597291333495e-03,1.288151757387140384e-03
3.018544292086650330e+03,1.486233664370975038e-01,1.111237655202601537e-03,1.230032916415352284e-03
3.019221958864209228e+03,1.462067625681111316e-01,1.202080300898800136e-03,1.366184393536584718e-03
3.019899621882686915e+03,1.487516819095876519e-01,1.131069947372137507e-03,1.245653094433252228e-03
3.020577281139425850e+03,1.472003746108602185e-01,1.087983886274568324e-03,1.327402833141450023e-03
3.021254936631640248e+03,1.499826005295293863e-01,1.283043836178249242e-03,1.417579919087530449e-03
3.021932588356693032e+03,1.473906337116354659e-01,1.509626770854921585e-03,1.052764994791316466e-03
3.022610236311782501e+03,1.479987215920722798e-01,1.072141607881132996e-03,1.335206464881416588e-03
3.023287880494292949e+03,1.466968653705968406e-01,1.268830582209279356e-03,1.271875774105341028e-03
3.023965520901413583e+03,1.464180615273496799e-01,2.732950272064188502e-03,2.573847438427673273e-03
3.024643157530534609e+03,1.456416913496961785e-01,1.288880027578737097e-03,1.163539575105565493e-03
3.025320790378857509e+03,1.492959048841607794e-01,1.024432257013430103e-03,1.364015123876433089e-03
3.025998419443762941e+03,1.457706151873573996e-01,1.672729728449839914e-03,1.676835586195191130e-03
3.026676044722469669e+03,1.457079991007505237e-01,1.299518409596051027e-03,1.149715368159637263e-03
3.027353666212345615e+03,1.461277992492447386e-01,1.081493968774327463e-03,1.199370875467453690e-03
3.028031283910630009e+03,1.473365239564655149e-01,1.137678374127204517e-03,1.196212824291914556e-03
3.028708897814679403e+03,1.466791878393617354e-01,1.044629521763679181e-03,1.587905967081360004e-03
3.029386507921750763e+03,1.436962974682402805e-01,1.219313066871369200e-03,1.240682769054202161e-03
3.030064114229189272e+03,1.463383385018597882e-01,1.289320828703172106e-03,1.180071304040880564e-03
3.030741716734267357e+03,1.458446057973450671e-01,1.241771425659149442e-03,1.115259975681653914e-03
3.031419315434324290e+03,1.477316670685412947e-01,1.472601858716782175e-03,1.193670167982496810e-03
3.032096910326644320e+03,1.450234761711615694e-01,1.188207225276238788e-03,1.292645232728623084e-03
3.032774501408562173e+03,1.464807934079924157e-01,1.264045048861378584e-03,1.164123891084001272e-03
3.033452088677376196e+03,1.485296639152951792e-01,1.249417542577901941e-03,1.052314078923588525e-03
3.034129672130411109e+03,1.460950824476077714e-01,1.050702694441074669e-03,1.421727155632962480e-03
3.034807251764980265e+03,1.479610927290203604e-01,9.565152797637310744e-04,1.359125986430426147e-03
3.035484827578404293e+03,1.486752726936891589e-01,1.128986183702412882e-03,1.130522306029946300e-03
3.036162399568007004e+03,1.466179334015951241e-01,1.154180125300746651e-03,1.122188778315991176e-03
3.036839967731102661e+03,1.488132092215321556e-01,1.374086268188884352e-03,1.106665583374411010e-03
3.037517532065028718e+03,1.471411775744511652e-01,1.129204607637240843e-03,1.245291485803129428e-03
3.038195092567094889e+03,1.466221418906451524e-01,1.245233883935492614e-03,1.223153785016917183e-03
3.038872649234648634e+03,1.459644421830717520e-01,1.226836236832617999e-03,1.229699291782820891e-03
3.039550202064996938e+03,1.452998595759266154e-01,1.149355340015284499e-03,1.215404229927663504e-03
3.040227751055497265e+03,1.481414393382206041e-01,1.311764975129220412e-03,1.299912740602898742e-03
3.040905296203452508e+03,1.444503581771124368e-01,1.253116729774822469e-03,1.119452546609112087e-03
3.041582837506229680e+03,1.477274655634480127e-01,1.409338588693326288e-03,8.324468637209148092e-04
3.042260374961131674e+03,1.476572722715449038e-01,1.135021728758622839e-03,1.337481132346468593e-03
3.042937908565532325e+03,1.495043411163223812e-01,1.073271975830236702e-03,1.009007766379799165e-03
3.043615438316733162e+03,1.485251172769003758e-01,1.060217686136732951e-03,1.310927195516037314e-03
3.044292964212114839e+03,1.445971659646757834e-01,1.085199098354472369e-03,1.206039562988148184e-03
3.044970486248980251e+03,1.483088781795854905e-01,1.232518146831729222e-03,1.309020621317102950e-03
3.045648004424715964e+03,1.466569513666260427e-01,1.096640031980594676e-03,1.393106551794698333e-03
3.046325518736627146e+03,1.460203719014225854e-01,1.244826081565592046e-03,1.258591484891935508e-03
3.047003029182103091e+03,1.481341914461501985e-01,1.080395384186361163e-03,1.505616393710301759e-03
3.047680535758451242e+03,1.463024048262005494e-01,1.346002269022955611e-03,1.059681721555044698e-03
3.048358038463068169e+03,1.471233588697370975e-01,1.310307194274412668e-03,9.749584371906705460e-04
3.049035537293259040e+03,1.488507905156983280e-01,9.467452396245135127e-04,1.359730607543879755e-03
3.049713032246429975e+03,1.499106381101708296e-01,1.182264487864376212e-03,1.258578366680168648e-03
3.050390523319885233e+03,1.482359856546865140e-01,1.177572902395535026e-03,1.457475982021616545e-03
3.051068010511034572e+03,1.463307565180440029e-01,1.399824291282131261e-03,1.124888172259808083e-03
3.051805236915807200e+03,1.485758884731606666e-01,1.222669209659854594e-03,1.091208600362436609e-03
3.052482718647076126e+03,1.487148633977170009e-01,1.206951636221753610e-03,1.094678570015245045e-03
3.053160196487613121e+03,1.505058666033617376e-01,1.109322257616618401e-03,1.408893712955855415e-03
3.053837670434728807e+03,1.470306977710503227e-01,1.050015464014675270e-03,1.373070549251453887e-03
3.054515140485843403e+03,1.484636168961384617e-01,1.344913767060723631e-03,1.293431420393509335e-03
3.055192606638274356e+03,1.439531342135968450e-01,1.067061014424108834e-03,1.426722413236880538e-03
3.055870068889440518e+03,1.465238639939957233e-01,1.313947509207907816e-03,1.399812937997652051e-03
3.056547527236667065e+03,1.456994283548082025e-01,1.156700282487876930e-03,1.094551105022267823e-03
3.057224981677373307e+03,1.463146386749079597e-01,1.637469483232345535e-03,9.636900774988854668e-04
3.057902432208892151e+03,1.472551841196971523e-01,1.277112561407361957e-03,1.258424049968259739e-03
